Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age
STU7730,Harsh Khanna,5.9,84.6,38.6,61.2,C,Male,22
STU7731,Priya Gupta,5.7,79.2,,51.7,D,female,20
STU7732,Aryan Verma,2.3,84,29.8,56.1,C,Male,23
STU7733,Ira Singh,1,67.2,35.5,89.3,A,F,17
STU7734,Ananya Joshi,8.3,79.2,39.5,49.8,D,female,19
STU7735,Sara Kapoor,1.8,,38.3,86.8,A,F,19
STU7736,Meera Mehta,6.7,77.3,45.3,80.5,B,F,17
STU7737,Ananya Sharma,9.2,87.2,45,59.6,C,F,22
STU7738,Reyansh Agarwal,2.9,78,35.4,72.8,B,Male,25
STU7739,Ishaan Chopra,7,73.3,41.3,66.7,C,M,24
STU7740,Reyansh Verma,1.7,72.1,24.9,47.7,D,M,23
STU7741,Aditya Kumar,6.4,76.4,48.8,94.4,A,M,24
STU7742,Meera Malhotra,2.5,60.9,33.4,74.2,B,F,22
STU7743,Sara Reddy,7.6,86.7,51.7,92.8,A,female,-9
STU7744,Myra Gupta,3.7,93.8,43.6,89.4,A,F,19
STU7745,Anika Das,5.2,74.2,31.3,44.8,D,F,-13
STU7746,Aadhya Verma,6.4,61.8,34.7,52.4,D,female,20
STU7747,Yash Malhotra,2.5,99.5,29.6,48.7,D,M,23
STU7748,Arjun Reddy,7.7,70.5,49.4,89.8,A,M,25
STU7749,Aryan Das,3.7,65.1,41.4,91.7,A,M,18
STU7750,Saanvi Kumar,7,74.8,43,71.7,B,F,-16
STU7751,Kavya Agarwal,2.4,89.5,27.6,46.3,D,F,25
STU7752,Aditya Gupta,7.2,71.8,36,48.1,D,Male,19
STU7753,Nikhil Kumar,2.2,83,39.3,88.8,A,M,25
STU7754,Aadhya Verma,4.8,76.6,46,95.8,A,F,-11
STU7755,Sai Reddy,3.2,64.7,28.5,52,D,Male,22
STU7756,Pooja Khanna,7.7,73.2,34.9,40.7,D,F,18
STU7757,Nisha Nair,3.4,89,33.7,59.9,C,F,24
STU7758,Manav Patel,8.9,84.5,38.8,41.8,D,M,25
STU7759,Aadhya Khanna,9,64.8,51.4,89.7,A,female,18
STU7760,Shaurya Gupta,2.8,66.5,33.1,69.5,C,,22
STU7761,Saanvi Malhotra,6.5,85.6,45.1,78.5,B,F,22
STU7762,Ayushi Iyer,1.8,92.5,32.3,64.7,C,F,24
STU7763,Shaurya Agarwal,4.5,74,34.6,60.7,C,M,21
STU7764,Saanvi Bansal,7.4,83.8,39.2,53.3,D,F,25
STU7765,Karthik Gupta,6.9,66.8,46.3,86.2,A,Male,17
STU7766,Manav Singh,6.6,72.5,45,81.7,B,M,25
STU7767,Harsh Kumar,3.5,60.8,31.6,61.6,C,Male,23
STU7768,Reyansh Agarwal,4.4,90.7,35.7,59.3,C,M,20
STU7769,Pooja Patel,1.9,76,23.4,40.1,D,F,19
STU7770,Navya Jain,7.5,92.6,37.4,43.8,D,F,22
STU7771,Shaurya Khanna,5.5,88.3,43,77.4,B,Male,-2
STU7772,Reyansh Das,7.4,93.1,45.4,70.9,B,Male,19
STU7773,Karthik Singh,3.2,71.4,33.4,66.1,C,M,-22
STU7774,Sai Singh,3.9,67.4,41.4,89.7,A,M,25
STU7775,Diya Nair,4,98.9,39,70.2,B,female,19
STU7776,Meera Singh,1.2,88.7,30.2,63.1,C,female,18
STU7777,Myra Das,4.1,93.4,32.4,,D,female,20
STU7778,Meera Chopra,8.2,60.5,49.2,89.2,A,F,18
STU7779,Ishaan Nair,9.1,74.2,48,74.6,B,Male,17
STU7780,Surya Malhotra,5.7,89.7,34,45.5,D,Male,22
STU7781,Sneha Kumar,5.1,63.1,40.2,78.9,B,female,24
STU7782,Nisha Bansal,1.3,82.7,30.5,65.5,C,female,18
STU7783,Karthik Kapoor,8.9,77.2,52.1,88.7,A,M,25
STU7784,Priya Khanna,1.1,60.7,36.8,95.1,A,female,19
STU7785,Krishna Gupta,9.5,69.4,48.7,76,B,Male,24
STU7786,Rahul Malhotra,5.4,71.4,43.1,83.9,B,M,24
STU7787,Sara Iyer,4.1,64.5,27.7,43.4,D,female,19
STU7788,Kavya Bansal,9.3,85.3,49.2,73.6,B,F,19
STU7789,Aadhya Verma,1.2,69.7,35,85.3,A,female,22
STU7790,Pooja Khanna,6.2,71.1,40.4,69.8,C,F,17
STU7791,Kavya Gupta,5.9,95.9,44.1,75.6,B,female,20
STU7792,Vihaan Chopra,3,78.7,,93.9,A,M,-10
STU7793,Anika Nair,4.9,75.7,32.9,51.9,D,F,19
STU7794,Kavya Reddy,6.9,89,36.5,45.9,D,F,25
STU7795,Rohan Chopra,7.5,96.4,49.1,81.4,B,M,21
STU7796,Kavya Saxena,1,61,34.9,89.4,A,F,21
STU7797,Vihaan Kumar,9.4,77.9,53.9,91,A,M,20
STU7798,Sneha Verma,2.5,84.4,37,78.5,B,female,19
STU7799,Harsh Sharma,3.1,72.7,40.5,90,A,M,21
STU7800,Yash Singh,3.4,90.9,40.5,,D,M,20
STU7801,Manav Khanna,1.3,98.9,26,45.2,D,M,24
STU7802,Dev Saxena,2.1,97.7,39.7,85.7,A,M,-24
STU7803,Manav Mehta,9.9,70.6,42.1,50.8,D,Male,24
STU7804,Kavya Malhotra,3.8,69.1,30.8,54.2,D,F,22
STU7805,Shruti Jain,2,98.3,32.9,63.7,C,female,21
STU7806,Vivaan Kapoor,2,78.3,29.5,58.9,C,M,20
STU7807,Vihaan Chopra,7.5,68.3,39.6,59.3,C,Male,20
STU7808,Shaurya Kapoor,8.7,88.3,41.3,50.2,D,Male,-6
STU7809,Meera Nair,3.3,71.4,,57.6,C,female,25
STU7810,Shruti Agarwal,1.2,70.7,21.8,41.2,D,F,20
STU7811,Ishita Kumar,3,95.2,36,68.4,C,female,25
STU7812,Aryan Jain,1.5,66.5,35.5,86.1,A,M,-15
STU7813,Ira Agarwal,1.9,62.6,37.6,91.7,A,F,23
STU7814,Navya Chopra,4.9,70.8,43.6,89.2,A,F,19
STU7815,Sara Reddy,3.1,84.3,34.1,65,C,female,24
STU7816,Ira Malhotra,5.6,64.9,42.8,83.8,B,female,19
STU7817,Shruti Sharma,,78.9,31.7,57.3,C,F,17
STU7818,Ishita Bansal,9.5,85.1,40.5,43.3,D,female,21
STU7819,Nisha Patel,9.2,93.9,52,80.6,B,F,18
STU7820,Anika Bansal,6.1,69.2,42.8,78.9,B,female,22
STU7821,Ayushi Khanna,4.2,92.7,,88.1,A,F,25
STU7822,Ishaan Gupta,,69.4,38.8,77,B,M,-5
STU7823,Karthik Khanna,4.7,87.1,32.9,49.4,D,Male,20
STU7824,Myra Iyer,7.5,77.2,50.1,91.2,A,female,17
STU7825,Sneha Malhotra,5.1,64.6,39.9,77.6,B,F,17
STU7826,Manav Khanna,8.7,88.6,52.8,88.5,A,Male,-12
STU7827,Surya Nair,9.5,68.7,51.8,86.4,A,Male,18
STU7828,Surya Gupta,4,67.1,32.1,57.9,C,Male,17
STU7829,Shruti Agarwal,6,74.3,32.8,44.5,D,female,-3
STU7830,Meera Chopra,1.9,86.1,27.6,50.6,D,female,20
STU7831,Harsh Joshi,2.8,69.4,26.2,45.6,D,M,19
STU7832,Tanvi Chopra,4.7,67.3,32.5,54.6,D,female,20
STU7833,Tanvi Agarwal,2.9,60.4,32.1,67.6,C,female,21
STU7834,Ananya Jain,8.9,78.9,54,94.4,A,female,17
STU7835,Meera Reddy,2.4,77.1,40.2,92.3,A,,17
STU7836,Reyansh Sharma,5.1,69.4,42.1,83.1,B,M,19
STU7837,Aryan Patel,6.5,62.1,31.6,41.4,D,Male,22
STU7838,Harsh Mehta,7.2,77.2,40.3,60.5,C,M,17
STU7839,Aadhya Bansal,4.4,91.5,42.2,80.9,B,female,18
STU7840,Sneha Das,,88.6,40.8,,D,F,23
STU7841,Shruti Mehta,6.1,94.4,48.1,88.1,A,female,17
STU7842,Rohan Joshi,5,60.4,44.5,94.9,A,Male,-23
STU7843,Yash Patel,1.6,98.7,31.4,61.2,C,Male,20
STU7844,Rahul Gupta,5.2,73.7,42.5,82.4,B,Male,22
STU7845,Manav Chopra,8.4,99.6,41.4,48.9,D,M,24
STU7846,Dev Patel,6.5,70.1,44.4,81.4,B,Male,25
STU7847,Sneha Singh,8.5,78.9,37.3,41.3,D,F,22
STU7848,Ananya Kapoor,5.4,74.2,32.9,49,D,F,25
STU7849,Anika Kumar,2.1,74.2,36.4,82.6,B,female,20
STU7850,Aarav Agarwal,1.1,93.7,36.4,82.7,B,M,22
STU7851,Aryan Singh,3.7,89.9,39.9,78.5,B,M,-5
STU7852,Priya Khanna,7.3,99.7,45.2,68.6,C,female,25
STU7853,Arjun Nair,8.1,84.5,48.8,80.5,B,Male,19
STU7854,Sai Gupta,3.7,78.5,41.2,86.4,A,Male,18
STU7855,Ishita Reddy,5.5,63.6,46.8,98,A,female,22
STU7856,Ananya Patel,4.8,99.9,47.6,93.3,A,female,20
STU7857,Shruti Nair,4.7,82.1,43.9,87.7,A,female,17
STU7858,Ayushi Mehta,3.1,88,39.5,81.7,B,female,24
STU7859,Aditya Kapoor,2.2,76.3,34.4,74.4,B,M,25
STU7860,Sai Joshi,2.8,,28,47.2,D,M,25
STU7861,Harsh Kapoor,1.5,97.7,27.7,49.9,D,Male,18
STU7862,Rohan Singh,2.8,66.7,,89.2,A,M,25
STU7863,Ishaan Kapoor,1.1,71.7,35.8,88.2,A,M,23
STU7864,Sai Agarwal,6.6,66.1,42.9,76.9,B,M,21
STU7865,Nisha Singh,3.8,91.7,36.7,66.3,C,female,23
STU7866,Krishna Gupta,9.8,62.5,38.3,41.6,D,M,25
STU7867,Reyansh Agarwal,2.7,63.3,29.6,59.6,C,Male,24
STU7868,Reyansh Mehta,4.1,71.9,,65.2,C,M,22
STU7869,Tanvi Gupta,4.2,80.6,37.2,69.1,C,female,20
STU7870,Vihaan Das,1.1,76.3,38.6,95.8,A,M,17
STU7871,Saanvi Khanna,8.6,61.8,37.3,46.5,D,F,22
STU7872,Aarav Sharma,1.3,98.3,33.8,71.1,B,Male,19
STU7873,Aditya Gupta,9.5,98.1,47.4,62.1,C,M,-2
STU7874,Ishaan Patel,9,71.2,54.9,99.4,A,Male,22
STU7875,Tanvi Reddy,5.8,89.3,48,91.7,A,female,20
STU7876,Shaurya Malhotra,5.9,83.1,40,66.3,C,Male,18
STU7877,Sara Das,6.9,69.5,50.8,100,A,F,25
STU7878,Ayushi Agarwal,4.5,70.5,37.3,70.8,B,F,18
STU7879,Yash Sharma,6.8,79.6,36.6,50,D,Male,19
STU7880,Kavya Chopra,1.4,76.8,32.5,73.4,B,female,17
STU7881,Shaurya Verma,1.5,71.6,26.2,53.6,D,Male,23
STU7882,Shaurya Reddy,5.1,92.3,42.9,78.2,B,M,17
STU7883,Rahul Verma,5.9,79.3,48.6,96.2,A,M,-16
STU7884,Shaurya Mehta,9,86.2,52.8,87.2,A,Male,17
STU7885,Sai Das,1.9,67.6,,56.4,C,M,21
STU7886,Krishna Joshi,8.4,81.3,42.3,57.8,C,M,23
STU7887,Saanvi Bansal,2.9,72.7,26.3,44.2,D,female,19
STU7888,Arjun Verma,4.5,81.1,34.3,57.2,C,Male,-4
STU7889,Rohan Bansal,3.8,91.2,30.4,45.6,D,M,24
STU7890,Shaurya Das,4.6,90.8,39.3,70,B,Male,19
STU7891,Krishna Mehta,2.4,74.2,37,82.5,B,Male,21
STU7892,Vivaan Bansal,5.5,87.8,45.3,85.1,A,M,23
STU7893,Saanvi Malhotra,8.2,97.7,39.2,43.6,D,female,20
STU7894,Ira Patel,5,85,36.6,60.4,C,female,21
STU7895,Ayushi Chopra,5.4,65.9,34.6,57.3,C,F,-14
STU7896,Krishna Nair,8.6,87.2,39.8,46.3,D,Male,25
STU7897,Shruti Kumar,7.4,64.2,39.7,61.7,C,F,-11
STU7898,Shruti Jain,5.4,94.9,37.7,58,C,female,23
STU7899,Shaurya Chopra,3.3,80.7,38.1,78.1,B,M,18
STU7900,Yash Iyer,9,75.4,53.4,93,A,M,23
STU7901,Anika Malhotra,,62.3,38.8,67.3,C,female,23
STU7902,Aadhya Joshi,3,75.2,39,84.8,B,female,21
STU7903,Sai Kumar,3.4,96.1,31,48.8,D,Male,25
STU7904,Sara Reddy,8.2,60.8,50.6,93.7,A,F,19
STU7905,Pooja Jain,1.4,79,25.5,49.2,D,F,20
STU7906,Shruti Reddy,9.9,97.2,45,51.5,D,,17
STU7907,Manav Patel,2.2,75.8,,46.4,D,Male,22
STU7908,Krishna Patel,8.2,77.1,41.7,58.6,C,M,-7
STU7909,Navya Malhotra,4.6,83.1,39.4,73.1,B,female,17
STU7910,Anika Kumar,5.4,78.5,48.4,99.3,A,F,18
STU7911,Shaurya Malhotra,8.9,66.7,50.8,87.6,A,Male,19
STU7912,Aarav Singh,4.7,60.7,34.3,62.8,C,Male,-15
STU7913,Manav Iyer,5.8,84.4,42.4,74.6,B,Male,24
STU7914,Meera Sharma,1.4,96.8,35.7,77.4,B,F,23
STU7915,Vihaan Das,1,64.3,35.2,89.4,A,Male,20
STU7916,Yash Nair,3.2,68.4,38.5,84.2,B,M,17
STU7917,Nisha Das,7.1,74.8,43.9,74.2,B,F,24
STU7918,Diya Mehta,2.1,92.3,37.5,80.2,B,female,20
STU7919,Rahul Sharma,2,70.8,36.5,84.8,B,Male,19
STU7920,Aadhya Malhotra,4.7,95.3,33.3,48,D,F,25
STU7921,Ira Kapoor,6.8,62.2,35.4,52,D,female,20
STU7922,Pooja Jain,7.4,97.6,48.9,81.3,B,female,20
STU7923,Sai Sharma,2.6,82.4,40.7,91,A,M,25
STU7924,Tanvi Iyer,1.7,86.4,31.4,64.6,C,female,18
STU7925,Rahul Joshi,9.5,74.7,56.1,98.8,A,M,21
STU7926,Ritika Reddy,3.3,91.3,31.6,53,D,F,20
STU7927,Aryan Jain,8.7,66.7,43.6,65,C,M,25
STU7928,Ira Chopra,8.8,62,42.6,62.7,C,F,21
STU7929,Priya Khanna,8,75.8,52.3,95.8,A,F,25
STU7930,Harsh Gupta,2.5,94.1,31.5,57.1,C,Male,25
STU7931,Harsh Joshi,8.4,90.2,46.3,68.2,C,M,-11
STU7932,Ishita Nair,7.9,80.7,39.2,51.2,D,F,-3
STU7933,Rahul Saxena,6.4,82.9,42.5,71.3,B,Male,-19
STU7934,Harsh Khanna,4,65.2,41.9,91.4,A,M,20
STU7935,Karthik Iyer,3.4,93.6,33.6,58.2,C,M,17
STU7936,Anika Verma,2.1,91.5,39.9,88.6,A,female,17
STU7937,Manav Gupta,5.6,86.3,48.2,94.7,A,Male,17
STU7938,Kavya Jain,6.3,78.6,33.8,44.4,D,female,25
STU7939,Navya Sharma,4.2,98.6,43.9,85.4,A,F,-13
STU7940,Vihaan Gupta,5.3,95.2,36.7,55.3,C,M,21
STU7941,Sara Mehta,4.3,85.8,32.3,50.5,D,F,21
STU7942,Krishna Kumar,6.8,74.9,43.9,76.1,B,Male,25
STU7943,Dev Sharma,9.1,84.7,51.4,82.3,B,M,-24
STU7944,Nisha Saxena,2.5,83,32.4,63.7,C,F,19
STU7945,Karthik Khanna,4.4,75.8,29.1,42.4,D,M,23
STU7946,Sara Gupta,2.3,72.3,40.2,94.5,A,female,25
STU7947,Shaurya Patel,6.6,76.3,46,83.8,B,Male,22
STU7948,Surya Patel,7.6,83,40.4,56.3,C,Male,18
STU7949,Aarav Malhotra,9.4,77.1,47.4,69.8,C,Male,17
STU7950,Aryan Jain,3.5,,26.6,41.7,D,M,18
STU7951,Kavya Das,9.6,90.4,46.4,60.4,C,F,17
STU7952,Pooja Chopra,1.6,81.3,32.8,71.4,B,F,25
STU7953,Krishna Malhotra,6.4,62.7,40.4,71,B,Male,-24
STU7954,Vivaan Malhotra,1.5,74.7,26.2,52.5,D,M,23
STU7955,Vihaan Das,9,95.4,53.5,86.6,A,M,19
STU7956,Aditya Bansal,5.8,90.2,38,57.9,C,M,24
STU7957,Ananya Saxena,7,72.9,43.7,74.8,B,F,18
STU7958,Shruti Chopra,8.5,97.5,43.6,56.3,C,,18
STU7959,Kavya Jain,2.4,63.1,30.8,65.5,C,F,19
STU7960,Kavya Malhotra,1.3,98.4,28.2,52.5,D,female,23
STU7961,Surya Agarwal,8.9,69.8,48.2,78,B,M,17
STU7962,Diya Chopra,3.8,60.4,33.3,65.5,C,female,24
STU7963,Aditya Patel,2.2,77.4,24.4,41,D,Male,23
STU7964,Karthik Verma,5.2,74.4,30.4,41.7,D,,20
STU7965,Pooja Iyer,6.4,81.6,41.4,68.3,C,F,21
STU7966,Krishna Kapoor,1.3,91.9,27.1,51,D,Male,17
STU7967,Vihaan Chopra,3.5,93.7,38.9,75.1,B,Male,-25
STU7968,Ayushi Kumar,1.3,76,29.6,64.5,C,F,17
STU7969,Kavya Nair,4.8,77.2,41.1,79.3,B,F,-18
STU7970,Nisha Bansal,9.1,,53.9,97.1,A,F,17
STU7971,Priya Bansal,9.8,61.9,47.3,71.7,B,F,23
STU7972,Ishaan Bansal,6.7,85.6,48.1,87.2,A,Male,23
STU7973,Diya Jain,2.5,62.6,36.8,85.2,A,female,20
STU7974,Saanvi Kapoor,9.2,89.4,55.9,95.3,A,F,18
STU7975,Rohan Verma,5.6,81.6,35.2,52.8,D,Male,19
STU7976,Harsh Khanna,2.4,67.9,38.5,89.6,A,Male,24
STU7977,Reyansh Malhotra,9.3,81.6,55,94.3,A,Male,24
STU7978,Surya Singh,,67.3,41.4,63.6,C,Male,22
STU7979,Aryan Kapoor,7.6,77.5,40.6,58.8,C,Male,25
STU7980,Aadhya Reddy,7.4,92,53.1,97.1,A,F,25
STU7981,Priya Bansal,2.8,78.5,36.8,77.7,B,F,20
STU7982,Shaurya Bansal,2.9,65.9,31.2,62.8,C,M,17
STU7983,Aryan Das,7.2,89,49.6,87.5,A,M,17
STU7984,Tanvi Bansal,3,67.5,30.2,58.3,C,F,21
STU7985,Ananya Bansal,4.9,89.5,33.9,50.6,D,F,18
STU7986,Myra Mehta,8,79.2,45.7,72.6,B,F,22
STU7987,Navya Singh,8.1,78.1,46.2,74,B,female,23
STU7988,Pooja Sharma,5.1,94.1,46.5,89.5,A,F,17
STU7989,Rahul Bansal,8.1,,45.2,67.4,C,Male,22
STU7990,Aadhya Gupta,8.5,61.3,49.8,88.9,A,female,24
STU7991,Nisha Kumar,6.9,71.8,38.6,58.7,C,female,21
STU7992,Sai Malhotra,3.1,94.8,38,74.5,B,Male,23
STU7993,Rohan Kumar,3.5,60.7,28.8,52.5,D,Male,22
STU7994,Karthik Chopra,3.8,81.8,34.7,63.1,C,M,20
STU7995,Aditya Gupta,2.1,89.1,40.6,91.5,A,Male,23
STU7996,Saanvi Sharma,3.5,84.9,31.4,53,D,F,25
STU7997,Nisha Kumar,2.9,90.4,41.4,88.6,A,F,23
STU7998,Vivaan Gupta,5.1,89,36.2,57,C,M,21
STU7999,Nisha Patel,9.2,87.7,39.8,42.1,D,female,23
STU8000,Ira Das,1.9,92.9,27.1,46.6,D,female,19
STU8001,Harsh Nair,7.5,85.8,49,84.8,B,M,-14
STU8002,Nisha Jain,7.2,76.1,38.7,55.7,C,F,-18
STU8003,Aditya Kumar,1.9,78.9,35.4,79.2,B,M,20
STU8004,Ritika Verma,9.3,,52.1,82,B,F,21
STU8005,Shruti Verma,6.1,95.1,39.9,,D,F,24
STU8006,Rahul Iyer,4.3,70.9,36.2,68.5,C,Male,20
STU8007,Shaurya Gupta,7.8,73.7,42.2,64.2,C,M,25
STU8008,Dev Singh,3.3,97.2,45.4,96.8,A,M,23
STU8009,Shruti Bansal,7.2,83.1,40.5,59.2,C,F,23
STU8010,Sara Malhotra,1.4,67.2,24.8,51,D,F,24
STU8011,Aditya Kumar,8.6,86.5,44.4,61.9,C,Male,22
STU8012,Sara Sharma,5,99.6,44,80.2,B,F,24
STU8013,Ayushi Reddy,6.7,92.9,47.2,81.8,B,F,19
STU8014,Pooja Saxena,3,89.8,43.6,95.4,A,female,17
STU8015,Aryan Khanna,7.1,68.3,48.9,92.9,A,M,22
STU8016,Karthik Sharma,8,95,42.7,57.3,C,Male,-6
STU8017,Dev Reddy,5.3,81,38.9,67.3,C,,25
STU8018,Anika Agarwal,6.6,95.6,48.2,84.8,B,F,18
STU8019,Aditya Iyer,5.1,73.2,46,95,A,M,18
STU8020,Pooja Patel,9,62.5,42.3,60.2,C,female,23
STU8021,Sai Khanna,5.5,79,38.9,66.7,C,Male,-17
STU8022,Sneha Reddy,8.6,70.8,52.5,94,A,F,24
STU8023,Nikhil Iyer,8.2,88.6,43.7,61.5,C,M,22
STU8024,Tanvi Saxena,4.7,98.3,39.9,68.8,C,,-12
STU8025,Shaurya Reddy,3.1,87.6,43.2,94.3,A,M,23
STU8026,Aditya Reddy,4.7,95.5,45.4,88.1,A,Male,22
STU8027,Ayushi Sharma,8.4,,41,54.6,D,F,25
STU8028,Priya Das,3,90.9,32.9,59.5,C,F,25
STU8029,Krishna Singh,5.7,93.7,39.1,61.2,C,Male,23
STU8030,Rahul Jain,8.3,88.4,53.9,94.8,A,Male,25
STU8031,Ishaan Bansal,4.2,80.3,46.4,99.9,A,M,19
STU8032,Yash Singh,6.8,85,48,86.4,A,Male,19
STU8033,Yash Jain,3.2,88,35.9,69.1,C,M,17
STU8034,Saanvi Kumar,2,70.1,23.2,40.6,D,F,21
STU8035,Ananya Jain,8.1,92.4,50,81.8,B,female,20
STU8036,Sneha Chopra,1.9,98,32.6,63.4,C,F,18
STU8037,Saanvi Chopra,3.4,78.6,38.1,78,B,F,25
STU8038,Sneha Mehta,8.7,88,49.1,76.4,B,female,19
STU8039,Anika Mehta,4.1,89.5,37.8,68.8,C,female,24
STU8040,Anika Bansal,9.8,86.5,57.3,96.7,A,female,22
STU8041,Meera Chopra,9.8,81.9,40.2,41.4,D,F,21
STU8042,Harsh Malhotra,3.4,95.3,41.1,82.7,B,Male,17
STU8043,Pooja Kumar,1.4,78,30,,D,F,20
STU8044,Aryan Sharma,7.3,62.4,45.7,82.8,B,Male,19
STU8045,Arjun Joshi,5.1,93.8,43.7,80.5,B,M,17
STU8046,Ananya Malhotra,1.9,87,24.7,40.6,D,F,21
STU8047,Ananya Kapoor,7.4,94,41.3,57.1,C,female,22
STU8048,Ayushi Singh,1.3,65.5,24.5,51.3,D,F,18
STU8049,Navya Mehta,8.8,61.2,38.7,50,D,F,19
STU8050,Sara Patel,2.2,,39.2,83.7,B,female,22
STU8051,Surya Kumar,2.1,65.9,27.1,54.4,D,M,20
STU8052,Reyansh Sharma,2.6,92.4,35,68.5,C,M,25
STU8053,Yash Kumar,9.6,92.9,44.9,54.8,D,M,21
STU8054,Rohan Jain,7.2,88.3,45.7,74.8,B,M,20
STU8055,Shruti Singh,8.2,65.3,47.9,83.2,B,F,18
STU8056,Ira Malhotra,4.6,86.7,35.8,59.9,C,F,22
STU8057,Ishita Saxena,4,95.6,40.4,76.2,B,female,18
STU8058,Aarav Sharma,3.1,77,40.8,89.5,A,Male,23
STU8059,Ritika Kapoor,5.3,76.5,32,45.7,D,female,19
STU8060,Rahul Das,6,77.7,44.6,82.6,B,M,25
STU8061,Vihaan Kapoor,6.7,63.3,37.6,59.4,C,Male,21
STU8062,Sneha Mehta,3.3,95.7,30.4,47.4,D,female,24
STU8063,Yash Gupta,9.5,94.8,50.3,72.7,B,M,22
STU8064,Surya Verma,2.5,99.9,31.1,53.6,D,Male,24
STU8065,Harsh Patel,9.7,83.4,54.5,89.3,A,Male,19
STU8066,Yash Agarwal,1.1,90,24,42.6,D,M,19
STU8067,Manav Chopra,5.3,68.1,31.2,45.9,D,Male,21
STU8068,Myra Agarwal,4,,38.1,71.3,B,female,19
STU8069,Aadhya Reddy,5,86,41.2,75.3,B,female,24
STU8070,Priya Sharma,6.1,96,46.9,83.8,B,female,-9
STU8071,Sai Kumar,4.9,93.2,35.8,55.6,C,Male,18
STU8072,Rohan Kapoor,4.7,97.5,46.3,90.5,A,Male,20
STU8073,Reyansh Sharma,7.6,94.8,53.8,97.2,A,M,17
STU8074,Vivaan Verma,7.2,94.7,44.8,69.9,C,M,20
STU8075,Aditya Gupta,8.5,62.5,48.9,85.6,A,Male,-19
STU8076,Ananya Saxena,3.2,93.8,37.2,71.5,B,female,25
STU8077,Nikhil Gupta,6.5,84.3,34.7,44.2,D,Male,-13
STU8078,Myra Mehta,6.3,75.2,38,59.6,C,F,18
STU8079,Pooja Jain,4.3,62.3,28.4,45.2,D,female,25
STU8080,Tanvi Bansal,5.4,87.1,49.3,,D,F,25
STU8081,Sai Patel,3.8,73.1,31,53.7,D,M,-11
STU8082,Manav Kumar,,78.7,35.9,78.2,B,Male,22
STU8083,Priya Bansal,2.9,87.3,31.7,57.1,C,F,24
STU8084,Vihaan Gupta,1.9,96.5,37.2,79.2,B,Male,19
STU8085,Ritika Verma,7.1,93,39.3,52.6,D,F,25
STU8086,Aarav Malhotra,6.9,,47.7,87.1,A,Male,18
STU8087,Anika Khanna,9.6,75.5,40.7,46.6,D,female,22
STU8088,Sai Bansal,7.6,69.6,50.3,93.7,A,M,17
STU8089,Diya Kapoor,1.5,74.9,37.6,90.4,A,female,23
STU8090,Nikhil Das,9,64.4,48.7,80.7,B,M,19
STU8091,Kavya Chopra,8.8,98.8,40.7,,D,,23
STU8092,Ishaan Malhotra,5,83,34,52.5,D,M,20
STU8093,Ayushi Patel,6.3,65.1,46.6,91.6,A,female,25
STU8094,Arjun Patel,9.8,74.1,41.2,47.3,D,Male,-18
STU8095,Saanvi Bansal,5.8,81.9,34.6,49.4,D,female,19
STU8096,Priya Das,9.1,81.3,48.1,72.6,B,F,24
STU8097,Nisha Jain,1.7,61.4,26.5,56.5,C,F,22
STU8098,Vihaan Kapoor,2.7,98,31.2,53.3,D,Male,18
STU8099,Aryan Verma,5,71,39.4,74.5,B,Male,19
STU8100,Harsh Bansal,6.3,60.6,37.4,62.4,C,Male,24
STU8101,Shruti Das,8.3,63.1,37.4,48.4,D,F,23
STU8102,Ishita Verma,9.9,83.2,49.8,72.1,B,female,22
STU8103,Vihaan Nair,4.5,65.5,34.5,,D,Male,17
STU8104,Anika Kapoor,1.4,61.7,34.2,84.1,B,female,-3
STU8105,Rohan Chopra,,75.2,37.8,46.2,D,M,19
STU8106,Meera Chopra,6.4,84.9,44.4,77.2,B,female,21
STU8107,Nisha Malhotra,2.8,64.5,31.9,66.2,C,female,23
STU8108,Sneha Bansal,5.5,72.5,37.6,64.4,C,F,-1
STU8109,Saanvi Verma,7.7,76.7,39.2,53.9,D,female,19
STU8110,Myra Bansal,7.9,66.4,35,41.8,D,F,-13
STU8111,Sai Joshi,5.5,80.2,46.3,90.9,A,M,23
STU8112,Saanvi Patel,3.7,63.4,31.6,59.6,C,F,24
STU8113,Krishna Verma,9.8,61.9,50.1,80.9,B,M,18
STU8114,Navya Sharma,7,80.8,51.2,96.9,A,,25
STU8115,Krishna Verma,4.7,69.9,38.6,73.9,B,Male,23
STU8116,Myra Saxena,3.5,63.8,32.5,63.8,C,female,24
STU8117,Ritika Bansal,7.6,77,39.7,56.1,C,female,22
STU8118,Rahul Joshi,3.2,96.6,44.9,96,A,Male,22
STU8119,Aditya Verma,2.5,89,38.2,80.9,B,Male,25
STU8120,Ritika Kumar,5.8,92.6,44.8,79.9,B,female,-5
STU8121,Aarav Malhotra,3.6,94.9,36.4,65.6,C,Male,21
STU8122,Arjun Kumar,6.7,98.9,50.5,90.7,A,Male,25
STU8123,Rahul Mehta,2.1,90.5,38.1,82.8,B,M,17
STU8124,Vihaan Gupta,6.9,84.3,39.3,57,C,Male,20
STU8125,Aarav Saxena,3.5,74.6,37.3,76,B,Male,23
STU8126,Ira Malhotra,1,67.3,28.5,65.8,C,F,25
